age,Occupation,purchase_1,purchase_2,purchase_3,purchase_4,purchase_5
52,10,2415,4407,198,6058,11535
70,13,1590,2248,2126,7486,1172
58,9,336,3512,543,12823,560
41,16,559,379,2253,11194,12385
34,19,976,8559,1818,12776,4184
30,15,4072,4338,1613,2699,8326
51,9,4333,8973,112,5365,9071
23,1,1609,9053,1896,14335,11254
70,1,1522,9857,1101,24937,10887
32,6,511,7671,2323,14432,4051
56,9,4805,3668,1214,5444,8945
33,3,3388,9884,1411,2083,6878
26,8,1571,3388,96,24323,14301
63,3,13,5640,907,5450,8323
47,19,2755,828,2114,19392,12794
59,4,59,1890,2317,16346,7122
18,20,3039,6155,2259,21950,10244
21,15,763,1930,1206,7212,11722
32,7,3826,6467,567,18036,13864
45,6,4521,3287,858,1726,7543
33,12,1010,3444,2328,18368,12470
41,16,2678,4681,2293,15516,8495
40,8,4177,7914,492,18968,14386
66,14,3783,3181,984,21843,10581
42,19,1382,352,665,15482,10981
60,1,2162,5235,378,15547,3862
50,14,365,7640,1186,21331,3063
16,11,1930,9692,304,1114,11222
53,7,370,9295,2035,17303,4942
67,5,722,9832,1439,4442,4853
38,1,1175,4777,2208,6132,6200
63,19,3573,7688,720,18074,12955
37,18,2172,1709,2445,19571,2632
37,14,920,7913,1070,15114,6731
24,16,2420,8449,1072,9618,2435
62,18,2781,7162,666,23163,8519
33,4,510,9933,496,18971,9703
69,17,3018,2648,76,939,2846
70,1,833,1201,1931,24086,10134
50,5,825,3118,881,9363,167
38,4,4333,1038,1725,16818,4168
41,13,490,352,498,7547,5466
25,3,3815,7306,1487,3219,5171
29,11,4737,9455,2199,13569,12122
66,10,3427,1624,365,23313,219
52,17,4695,4202,1838,13300,6013
61,12,4525,6085,1644,2820,2293
16,1,3385,3373,1996,11982,8985
26,1,1054,3430,2256,19576,236
18,9,1253,204,2031,20086,3761
64,6,525,9284,1714,14044,5981
38,15,3913,1782,592,13843,12315
22,2,827,6529,1931,17867,5831
27,14,2386,1585,1017,22769,11382
30,20,1267,8675,2367,3580,11614
20,2,646,7734,1740,2558,6931
54,9,2594,3027,1968,1481,1399
18,1,2441,9413,2057,20476,13383
65,5,1718,5982,934,16965,7514
63,17,4643,1206,285,103,3836
32,13,1075,4963,248,10614,4817
58,7,4612,1059,2241,23603,4171
34,3,4297,5536,1178,17470,54
48,11,4235,2872,2162,22933,9903
39,8,445,9816,2032,1897,5155
64,1,3284,9116,446,12032,5939
17,18,4874,8797,226,4821,1223
67,16,3111,4472,290,1063,13006
38,13,3288,2650,2414,20053,6620
44,5,1539,5096,580,9608,13245
42,17,4347,4695,436,24722,10462
43,15,2844,6792,1533,13680,13657
23,1,144,3174,910,1065,12833
61,2,4858,8291,53,23316,10323
57,9,3632,9775,1223,23899,11749
31,14,3227,5819,2112,20708,10518
36,18,4535,9644,1740,7621,2513
29,15,2514,3034,1159,12735,4924
59,16,4526,419,427,11900,12671
43,18,4046,7460,149,838,8454
16,17,4515,325,331,12637,11575
62,1,3548,5848,1831,2351,2729
18,3,267,2059,2223,1006,4302
28,3,583,745,125,12356,75
18,15,1772,6453,452,13339,10684
40,7,2083,2112,225,22065,4074
41,2,3163,9768,1663,7657,8540
19,15,2916,1297,587,16322,7860
37,14,314,3006,1936,8359,378
26,7,286,1941,1606,3595,9993
41,13,2626,8546,400,16623,12684
43,9,4386,222,1335,14289,59
50,18,2838,5143,1996,22138,3556
51,14,4166,7641,679,24761,8224
35,2,2935,4926,1270,21472,2894
33,6,1927,3442,815,13508,2296
17,8,2032,3927,1916,4861,4387
46,16,1836,9564,279,18165,12905
56,20,2353,5626,1688,14425,8670
68,17,1930,6523,1399,11221,11716
65,13,3844,9690,466,8136,5460
51,4,644,1237,797,11480,6798
64,3,2698,5819,1114,7609,9006
45,7,3065,3910,948,105,7618
51,6,1342,4060,842,23968,868
34,16,2707,2091,1021,7607,6150
39,17,1374,2537,974,18076,4769
27,15,3534,7308,1313,17719,11865
43,13,3671,2053,196,4662,13186
39,9,2151,3692,356,339,12672
24,10,4662,8142,493,11470,366
47,12,3713,7867,455,10391,11677
49,18,4443,7029,1748,15760,8731
17,2,2832,6799,348,18390,13714
49,8,4579,6384,189,18897,1402
38,6,2010,5729,419,13107,5237
57,1,1983,2067,1936,3082,14538
35,11,3934,4824,533,23257,6978
21,11,3958,3919,1912,6130,859
69,2,175,7524,2054,23927,13820
20,20,3478,1997,2037,11796,11278
28,7,4569,8267,1055,15903,14841
56,7,2327,5961,458,22327,3508
43,1,2505,6583,1084,3780,4782
38,3,4463,2239,2377,719,10852
32,6,3509,9796,1908,17990,663
25,17,2182,6521,1254,10824,5941
23,9,499,9514,1524,9691,6065
63,19,320,1077,1606,16038,9383
43,3,4472,5538,1325,22113,5867
65,16,4861,6618,2137,22720,5560
39,7,4417,8626,1387,8428,8696
37,3,4431,3365,2094,18666,9478
60,7,2311,3282,2356,22758,6362
36,4,2189,1823,977,10736,11796
24,20,1195,2630,597,21973,10468
48,1,4318,7146,360,23656,12211
33,17,2568,4603,1443,3946,11775
37,2,3197,970,2121,8546,12104
41,5,993,9650,2486,13920,4800
26,8,4143,1600,1166,17042,6035
58,19,2676,1916,1042,8155,3183
25,15,4490,296,1050,3123,4845
36,10,3763,523,1481,8600,11709
36,14,957,2798,1283,14043,14268
62,11,2090,641,2357,12017,9761
32,10,4249,6347,940,10460,6492
43,7,4917,4348,1997,21122,8009
35,9,1124,4806,2459,4085,4810
34,12,4810,5153,1272,19031,2609
52,15,3315,8531,119,9815,5891
65,16,4933,8808,221,3283,2131
56,2,3405,8831,475,5483,4601
55,2,2276,5975,1688,23863,6104
46,2,3670,596,538,20466,10798
25,1,4559,5146,1654,4247,4889
42,19,1562,4770,1659,5506,11292
52,13,2591,69,928,16160,14246
34,17,4287,9230,382,18361,7817
43,7,4307,6307,1682,10433,13995
40,15,2582,3362,1329,3900,12464
23,17,601,2706,751,21611,3538
60,6,875,1145,573,15848,13374
40,11,4785,7641,39,1315,1300
54,4,4104,586,1394,18422,7274
18,20,2731,5859,664,7355,7785
37,6,4438,3406,2347,16170,10935
41,13,1953,8008,795,24993,13250
25,5,4142,9824,4,12639,726
42,13,4173,3244,2141,8849,4620
25,17,808,1849,1647,5485,13181
48,9,2499,2838,501,1508,179
53,6,4220,9321,1787,18459,14097
35,4,169,722,132,21868,9593
62,9,1027,8149,905,5222,1748
37,9,4116,5635,260,24257,1035
39,14,1288,9754,1036,13004,1964
45,3,1308,4718,281,4854,43
25,18,4920,7617,655,1293,1326
58,7,2401,1821,2310,6423,6478
63,18,2681,8588,435,9485,11414
21,7,3333,8159,2373,3186,10693
31,17,3020,5277,1834,8856,8159
40,4,4624,9088,31,17807,4414
35,1,548,6014,1028,11415,5685
20,16,2973,1162,1837,14311,11164
52,2,819,9487,469,17305,13482
52,1,1666,4497,102,14039,10794
38,8,4284,586,979,6880,3114
49,18,2158,191,2182,24519,12051
53,4,222,9127,1046,9861,13123
41,1,4453,2942,222,24560,8398
36,20,4305,685,2061,24880,8821
24,5,3231,3394,2465,5047,8046
67,15,4357,6320,125,19714,8292
38,20,2385,9991,1622,18083,1126
23,2,4947,3852,467,3445,3057
59,11,3926,5453,1191,19314,11812
28,5,3790,845,1029,15000,11070
61,13,3457,5691,2008,2621,14884
64,20,3112,120,874,223,9307
25,17,2994,1660,342,9974,3575
48,16,2284,1147,2409,20470,1706
36,2,2310,5783,553,17182,857
39,5,4051,3085,1513,15321,6749
62,18,679,5196,959,15017,1121
26,5,4688,9429,1429,23777,5871
41,9,2212,8843,43,13325,5621
58,14,1617,4599,2238,14922,7201
42,8,3406,996,181,24834,3090
43,3,2695,1641,204,24391,14313
18,19,91,1588,371,20464,406
30,14,2646,3992,2276,3675,8512
34,6,1476,7315,1194,13226,353
59,8,679,3966,467,6758,5346
22,5,816,5706,2430,13663,14116
24,3,4360,911,898,18996,13351
38,2,1347,769,2165,2758,3311
59,4,4039,5955,2175,14750,11561
27,20,171,7191,2177,17124,3502
61,18,4130,6018,1450,4687,2489
56,19,35,7456,1355,664,7762
60,6,4231,6807,145,3558,6034
31,3,3684,825,603,22586,5991
42,11,3765,2286,1246,8848,11976
70,5,4133,5098,1939,6192,7403
66,19,4038,8021,951,19156,14067
59,4,698,3747,1884,14834,8801
21,5,846,2853,225,10508,151
32,1,2956,9661,1455,22250,6575
69,7,3448,5375,2262,3819,6452
50,13,754,7900,418,4131,7813
57,12,4929,5078,1648,18102,8067
29,7,2530,7167,2431,8885,11933
41,19,815,7978,1910,16509,6101
26,1,4633,2918,166,23237,10484
41,17,1762,5782,830,19383,4412
66,16,403,68,369,3320,11483
39,15,3825,989,940,12723,8058
55,15,755,4496,29,19923,3531
20,18,3446,638,240,7769,6727
32,10,3522,1031,1624,21525,7434
68,7,4600,9122,2364,18717,9638
22,6,403,6961,1310,3606,14809
36,3,3117,3768,1477,11049,259
49,13,3663,8665,736,7220,6827
66,14,4856,6395,120,3367,4226
42,13,594,6879,1776,17882,4056
64,12,1419,9513,1043,5149,11386
43,13,1832,9711,2090,12261,52
36,6,852,3957,2377,16692,1825
51,9,1754,3898,1537,16183,11454
65,14,1314,8733,509,20757,761
61,12,3457,3746,1884,4738,12168
70,12,1762,9513,1634,6401,9377
45,15,4017,1468,1127,9183,5446
61,14,3686,8871,1013,6368,14442
54,13,2164,6910,1951,2308,14943
69,11,1945,7063,2239,1860,4718
36,20,2772,8884,1425,2700,11009
25,8,1917,1866,1086,12293,13894
30,18,4654,1241,2202,7064,5667
16,2,1765,2509,2319,8574,11827
32,8,789,9093,409,15848,7150
28,12,632,1820,2355,4885,3104
31,9,1551,882,1037,3302,7250
68,7,4030,9751,1461,531,13892
32,20,1645,3036,2152,19264,10487
58,4,116,1045,2415,9498,12408
48,18,4504,4881,1875,11938,5906
63,1,1281,7763,814,5212,8886
57,7,1714,3447,1263,717,2333
54,7,1788,6641,768,4042,10195
59,15,3682,6089,1806,13500,13429
26,11,1939,3806,1568,6863,488
59,3,4431,8399,1765,12445,12113
28,11,2762,1012,599,7851,14007
26,16,4979,9960,1384,12297,11210
44,14,3509,3109,135,6116,11144
64,2,262,499,694,2133,39
62,4,1268,4252,1134,24147,12819
29,9,1018,9385,573,21941,4955
38,1,1519,4667,318,8389,5300
65,2,4651,7530,579,7426,5701
62,14,4133,7208,99,6078,7218
50,1,955,7516,778,2887,320
53,6,52,6379,1503,16223,11637
54,17,2573,6823,1589,4309,1388
42,16,303,9910,930,21110,11107
63,3,4738,2746,1986,19129,9550
56,15,865,1135,286,3718,9528
24,14,447,6735,1403,3220,9333
38,2,1247,4719,2317,8743,4040
22,11,3671,8509,1456,12268,11244
58,16,4488,5565,2280,2809,1729
51,18,1216,6641,1141,11848,11715
16,12,861,103,757,18903,2507
66,11,1432,782,658,15254,5500
68,4,4824,1235,1880,24189,9586
38,3,2353,3689,926,4069,5545
53,15,3304,470,1721,4340,4724
54,19,1510,3955,1754,4008,10516
67,11,3771,7075,1980,6633,6554
60,11,4551,4878,973,24255,9727
34,17,4085,515,424,1018,11939
49,6,2881,249,472,11123,560
17,19,3235,1022,1283,17856,9080
32,9,2158,2098,846,22036,14135
38,17,3590,6033,986,12925,11729
18,10,1940,4685,1067,4694,7743
22,5,4938,9817,888,1745,5112
34,2,590,2879,1486,19977,2946
57,19,1334,3714,221,13743,3827
33,7,76,2667,488,2390,1489
28,6,1972,8357,645,11754,13209
69,3,1468,7043,1056,5172,5903
25,1,4367,6618,1732,8560,10139
38,18,944,1075,619,21939,14778
45,14,525,3490,864,22285,9128
48,19,862,8930,641,18930,2290
51,7,2748,6491,604,8804,727
32,18,1253,7993,936,9815,12999
58,7,3330,2960,735,21487,4742
65,6,3896,9767,1469,2655,6616
67,9,381,1862,142,13665,12587
45,4,3791,3149,2389,620,86
62,19,1967,2102,693,10161,5847
34,16,4802,3923,1057,4131,14076
44,18,1948,631,649,22964,14095
67,4,3426,1797,1883,24212,6755
66,9,1444,5359,295,17611,7987
66,9,3593,7665,604,18535,2830
54,5,2113,6834,2085,7050,14985
27,19,1814,1521,2159,14071,400
59,3,3125,299,787,15481,5275
36,1,2440,5492,724,23693,11479
33,15,4033,7697,805,4862,13485
32,15,2281,4666,2434,4794,1090
42,2,3312,6618,428,14771,10938
16,6,2560,2943,2464,14542,9300
44,7,668,852,1889,7571,9284
33,14,1488,4541,1956,8866,5647
58,12,3735,8682,1112,19642,13896
18,12,767,8896,582,1252,208
46,18,519,3925,2314,14935,11905
61,1,2340,3369,1002,2499,4907
61,20,2740,8012,1317,21229,11397
20,4,4413,8022,2214,20170,9413
64,6,1093,735,73,7002,14846
29,10,1571,9135,1773,6070,11284
23,20,634,3242,1417,11187,14810
20,8,1184,8151,2269,14194,9423
22,17,4255,3403,1574,16353,1052
65,20,1936,608,1303,6023,3551
36,19,4039,7106,1322,16327,7038
67,1,1741,9521,2020,15812,8742
22,4,4963,4032,1203,6361,5864
51,16,528,3464,1159,23494,14231
27,18,4670,8082,2220,9367,1342
67,9,1782,622,700,2709,7473
49,8,2724,6743,1004,12059,4210
21,7,4074,4476,1368,1219,840
22,12,2327,5301,569,2767,9885
21,19,3723,2853,141,19867,4407
25,13,3706,8120,1591,18970,3082
37,20,2329,9980,910,15135,10718
70,18,4996,6696,683,14980,13652
30,17,2795,978,2301,7555,1475
65,6,2255,9833,1310,971,9825
68,3,2559,7749,1047,11968,1584
22,17,4197,4355,1343,16111,9853
50,4,3286,3918,1250,21645,10338
63,15,3857,6259,2016,10443,10524
24,4,4818,7726,271,14100,14751
40,17,600,1955,2297,12959,11687
25,8,4957,1959,283,13124,5543
35,18,4943,3649,2375,14554,11148
36,8,4063,4979,1736,4697,2943
26,11,147,3961,1276,14383,10457
43,8,3828,2338,1233,7406,14281
26,10,173,8100,800,5558,4770
31,13,4932,318,1949,8302,12683
23,11,3626,7517,524,18211,4493
34,13,2051,4935,1755,5883,11744
51,7,2693,4597,1400,4984,7658
49,1,2792,398,1782,21573,7243
69,8,3457,6189,754,22968,5338
46,10,495,7279,1935,20687,2706
39,7,1028,9399,1907,11396,6967
36,20,2164,3019,33,2933,6175
52,18,4526,1430,28,10042,12633
42,3,4746,255,991,11390,6021
53,14,3425,9705,2014,11060,10534
50,7,4509,9892,253,14989,766
46,13,1982,3705,1306,8304,12804
53,19,2899,3652,2041,11386,11444
54,11,2069,2004,2449,20874,264
54,12,1783,4273,1879,17949,6394
30,3,1877,2970,1831,1364,11615
50,8,3229,5001,2170,6164,11407
52,1,256,627,1476,12110,10018
16,10,1373,9251,732,6545,9758
22,20,3032,5017,2054,20653,9597
43,17,2806,5875,1036,7041,5371
61,17,4359,747,1105,5174,11827
36,2,4103,9644,2278,4653,9464
24,10,738,3531,113,12749,10083
36,18,1343,7210,1746,7597,7614
35,10,2859,3236,173,12249,5378
58,5,1436,1996,2284,13899,4415
34,9,1386,4975,1448,20678,6733
17,15,4120,1495,304,7502,1699
30,16,160,6883,905,1181,6539
61,5,3972,6775,1564,21633,14781
26,12,4457,7450,449,19392,10276
62,9,1156,6203,2104,16436,13883
56,5,2725,4011,1820,1088,769
67,7,4933,1762,745,1451,8221
58,5,3408,484,1885,369,10043
47,8,2267,8015,341,5466,9516
33,13,930,7282,1991,23269,5616
39,9,1591,5621,2111,21856,11357
45,12,3315,2494,1834,13496,10088
45,4,4027,2958,2139,11814,10735
27,15,1968,7319,243,11957,3606
64,4,2419,511,1862,1217,2410
62,8,1216,8800,1276,3153,14414
52,11,1728,3638,48,948,8044
24,16,4129,9411,1942,20288,12619
38,18,137,570,1497,16583,13526
18,11,4093,5131,1311,20943,14038
45,16,1582,3560,304,24492,10859
43,6,1155,4475,1837,7225,14118
63,3,4375,6958,957,24479,5777
22,10,341,4623,884,14681,11151
66,14,4832,5013,695,4774,7855
23,19,1150,8540,1020,13597,14661
53,16,3805,5428,529,24617,3765
69,18,1046,3810,2097,321,10456
19,4,2393,5025,1501,16637,5485
44,11,3763,4425,1850,22493,13365
61,10,1381,4555,1445,1848,5539
56,17,2791,438,403,14272,12400
37,1,1258,8403,2124,11950,14966
24,20,2437,6289,1590,13740,3747
57,16,4741,1286,809,14831,312
21,15,2782,7708,1829,22911,2223
39,13,1230,3526,1015,19009,3840
18,11,2312,333,1720,2849,348
24,17,3300,648,454,6720,5275
23,19,3777,419,1122,14973,1389
66,9,2135,685,1393,14027,1548
25,16,2068,4341,2260,14318,7880
17,3,4830,9737,1506,6369,7410
49,6,369,1361,1712,5150,1448
50,12,2064,3684,2471,9540,2144
64,3,1508,4604,1695,10937,7092
19,9,423,4319,1573,11278,6637
48,1,8,3553,1588,14835,11011
40,20,3906,3568,2375,24331,12139
37,20,929,9894,988,8709,8386
53,18,1336,1354,1651,18640,383
43,8,443,7864,1303,22956,10976
30,2,4202,1085,566,15886,11208
59,2,4674,6519,2483,16594,4826
29,17,591,3331,1606,3613,7346
23,11,1360,1958,174,3763,787
28,1,2279,246,245,16599,1107
18,7,2036,830,205,20295,2733
31,2,3002,2639,1091,13134,14661
54,14,3679,7955,125,8102,2291
66,8,154,7254,875,16972,13686
40,4,2561,8338,255,23931,12630
18,5,3867,2244,506,22183,11949
55,8,4838,7162,1854,24303,13491
58,18,3972,332,1391,7494,4087
27,12,216,1935,1286,6293,7379
68,19,1633,653,2162,1806,7521
57,16,3952,125,1288,20958,10773
46,15,1323,8738,1873,7285,7428
35,4,2528,6175,105,18194,7403
44,10,4126,6253,122,6056,6662
59,3,3380,1062,891,19829,3363
32,18,3777,827,1735,614,8486
48,17,755,3918,1972,12001,13249
37,11,263,3995,1679,20988,6762
33,8,229,674,1972,21262,1534
53,17,2914,3209,752,7862,9260
65,11,1404,6309,2253,395,10982
50,6,2724,7008,482,1922,7103
27,8,4165,1270,1582,10438,7670
41,4,4220,6102,2333,15251,4725
49,13,1330,7237,1516,5997,11141
23,4,930,9248,849,14748,14649
20,5,2972,5638,612,16480,311
41,15,175,1307,770,15463,11908
26,3,649,7727,1686,15378,6891
59,12,4257,9267,2112,18166,12920
46,16,123,7509,1688,13131,12899
56,8,862,7429,205,24272,9589
63,2,3245,6615,751,22358,3919
57,4,990,7902,1765,20243,11511
58,5,51,4608,1559,19267,13700
40,19,2274,8509,1084,6280,7393
50,4,4102,7514,301,13855,13110
32,12,3191,548,824,7547,9232
68,4,505,5600,66,10426,6180
28,13,280,1261,297,9281,963
68,9,3988,1283,106,17684,8899
37,2,60,9672,953,17774,11811
24,20,2567,3808,985,5916,5412
48,5,3955,9119,2020,16871,11161
54,4,4923,7451,2464,18061,1297
31,10,718,19,1159,19114,870
32,3,2017,9804,888,8999,6580
63,7,3089,347,2094,571,5832
17,14,1087,7459,1127,24811,8129
64,19,1088,182,391,22767,13314
68,16,3897,7698,1781,11105,12213
41,7,2852,1270,1356,22139,735
28,5,247,5491,1215,15305,5771
27,13,638,3492,1498,18571,11462
38,17,1496,7874,356,24971,3543
59,12,2244,3515,714,24567,13652
46,12,3698,3459,2113,16829,6897
56,9,3819,8761,1379,13569,11567
58,18,2605,2196,1333,3528,328
34,18,993,6276,716,11331,11320
64,8,1564,877,668,12719,10898
27,20,1074,5383,573,5088,7718
67,4,1416,8486,1328,3072,4827
32,16,4231,4023,293,3574,1873
42,10,503,8527,2216,10769,6984
70,16,359,7884,5,12803,188
70,12,3612,7748,916,5933,1399
43,19,309,8400,1717,20752,2492
43,13,323,3446,1016,10295,9240
21,13,1126,7389,1639,13418,13171
18,18,4176,400,2004,24256,2168
54,3,3783,2349,1426,384,4057
51,4,799,6340,1038,21641,2762
47,19,3836,1141,5,8032,13626
16,17,576,4893,865,3914,3698
42,8,1322,7024,441,5794,14538
65,8,3057,6784,1757,20550,30
69,9,2617,1632,1004,23949,6659
44,1,4700,9130,1020,24763,8193
40,4,4297,2892,2060,12534,8669
66,17,1911,2104,1525,1066,5942
49,13,322,8369,1538,1698,5082
43,6,3455,9210,2182,12902,8268
30,17,4295,4482,1960,9241,11743
41,18,4310,8358,1713,8778,13048
26,16,1635,9717,1279,19037,14941
17,4,3293,5809,106,18819,6964
44,8,3156,4687,541,6278,10844
19,3,694,1350,928,1688,2501
34,20,1805,799,337,9700,10356
25,9,2210,454,234,13649,11369
60,1,4330,131,1210,23424,5774
52,14,3717,2809,1823,15735,104
63,11,1325,1118,666,2302,10746
20,17,1735,9406,1188,1984,526
50,10,1532,1843,1617,19956,3230
53,8,3401,5549,204,11569,3910
41,1,1755,3472,2296,23097,5132
34,16,1290,3414,2273,22240,10614
61,8,4309,4778,2453,12142,8824
62,11,1610,6066,1999,13665,7598
54,18,4570,6785,2307,3176,11415
48,10,3270,317,1684,20200,4508
41,13,246,3058,10,21368,13633
69,20,4789,7497,999,4055,4447
23,9,4255,9280,861,9916,12248
18,9,222,9668,2005,1008,5563
45,8,4004,6850,76,17806,4166
54,20,4255,6755,783,13608,11940
66,16,563,9469,854,3984,10423
35,13,128,3682,1347,20953,6928
51,4,1091,3675,154,15881,14318
25,7,4707,2572,135,4940,3386
55,17,2570,6579,2013,22402,1613
52,18,4592,7010,307,2683,11961
21,2,4489,3131,1239,18323,8668
37,6,323,2843,2093,17610,104
31,17,4082,2620,1251,22188,13461
17,15,24,6646,1677,2343,4364
16,15,4575,1547,1245,11726,6088
51,11,2201,1883,1568,9745,4041
37,2,863,8734,1292,8708,7951
38,9,1912,4651,1694,24344,5214
64,9,580,1542,346,1275,9312
29,12,3831,1585,566,6460,8208
28,6,4335,7913,1089,4639,9376
70,8,4262,8661,1161,763,184
30,6,3078,164,852,5410,11981
62,9,627,9806,175,13206,2495
63,12,869,6788,791,12114,6752
39,10,1326,8644,1370,8918,9274
26,9,1391,5025,2342,19355,7672
52,17,665,5684,1253,9910,476
27,2,1126,4155,873,16604,2650
33,13,525,9082,609,23802,2380
70,19,272,2559,1925,17872,9555
35,7,4876,4362,528,13141,14634
56,14,209,1214,1671,8359,9166
49,8,2729,5729,2396,19304,6772
16,7,1996,5003,657,20328,4208
58,10,3712,2505,1044,7172,1461
40,5,3140,675,1795,24941,9860
56,6,4577,2893,1340,18737,4229
53,14,681,8638,1634,3369,8406
21,2,816,7249,924,1920,14090
41,19,2719,817,2481,14240,8051
47,8,197,9355,220,3970,7372
54,17,4390,6539,2147,12850,5269
37,15,4248,7110,375,7313,3710
48,9,2445,7151,292,16910,5213
62,15,3708,5799,1710,12822,11681
44,2,3782,9937,170,5206,10494
60,13,2545,4997,2063,23454,2627
18,11,140,4062,935,17870,5435
33,18,248,1843,1209,20355,12328
25,7,1656,7298,2231,237,13313
54,7,97,3735,2021,13926,6766
29,8,1165,4867,785,10122,4647
39,12,96,8355,731,15049,13015
37,10,4909,6309,843,1421,13143
27,9,3510,9504,2208,13512,11801
39,7,1876,1418,59,18350,10406
17,9,2472,5815,951,7039,12984
20,17,641,7425,2371,15064,13955
25,13,3814,1614,441,15494,6918
70,4,1022,4587,1997,22871,891
67,13,3775,5234,312,9595,13288
55,20,417,9234,569,10001,12314
49,13,1669,6673,1775,20252,5287
35,4,4883,1094,1531,14310,3119
18,13,4570,9365,495,1678,2615
40,14,1787,3228,137,6518,5631
60,18,275,3869,2363,10169,7998
24,2,3903,5519,2185,7885,13948
21,12,2332,5190,1429,53,5315
42,4,2723,1062,1243,23478,4126
53,8,4061,1864,1738,15018,2947
39,17,3390,3140,700,17650,1973
23,13,4136,7020,320,10354,9555
62,7,142,3719,2169,18944,1448
35,14,591,4477,906,16157,2028
23,4,2927,2669,2456,6726,9847
56,19,2802,8400,2306,10919,3650
42,8,4360,6011,1127,19488,6245
20,20,3943,8995,705,14769,1276
64,16,1361,1888,1674,8429,8339
18,14,1749,1653,2073,15164,14886
37,18,2245,3492,1804,2579,2638
22,17,4102,2052,116,8180,8778
43,4,3689,3911,1737,13044,6299
23,19,4865,7290,974,9875,4680
22,13,4602,4462,602,15250,14774
52,16,426,7209,1013,16564,11235
70,14,274,5341,1926,1760,13050
41,20,1598,1053,2266,11080,14585
57,19,4233,2002,1769,6341,12232
63,18,4782,7984,1653,16310,10175
66,3,894,1342,242,10325,6478
41,9,2310,7491,1349,18502,12583
26,12,4479,6269,758,17288,13416
48,18,3794,3366,1506,22982,12656
62,8,4935,3890,365,24453,5947
43,20,3946,5000,1877,1568,4898
59,13,956,9236,1886,23492,896
43,2,4950,9133,2063,5316,14023
44,14,2878,9165,1592,4831,10609
61,11,1693,9952,2460,9827,5052
29,20,3957,4007,1037,11378,4232
21,8,1429,1673,453,11539,6822
41,15,910,4821,1766,2621,9568
61,6,120,8163,658,18138,12736
47,19,1102,4858,1179,12584,11469
36,1,2420,8932,25,8546,3444
27,19,3491,507,1294,8507,13885
37,20,2137,596,721,1390,6981
25,5,4134,6258,260,935,6235
43,6,3808,7011,1417,18766,14401
34,16,2007,7988,414,13237,130
30,6,1769,2859,1176,15284,6260
59,18,4063,4135,1489,8783,11628
47,9,475,9034,825,12099,5435
22,18,1240,890,577,19189,12423
63,5,801,36,1940,22200,2273
67,6,3871,8230,357,19701,4416
52,2,976,7052,1484,20097,7469
46,11,2748,1814,786,4338,3852
40,14,883,7419,975,12415,5932
30,8,3071,5459,928,22465,6379
49,2,2432,5471,1295,11940,2949
51,6,2877,2739,689,5144,7435
27,19,3807,2580,1108,19662,986
55,11,113,3911,2191,24449,9441
28,6,1021,8575,533,9167,6660
28,12,585,4595,2180,7421,669
16,13,4297,7010,1529,23711,22
64,7,1687,4770,91,18714,3219
49,17,4618,1251,750,7821,9475
46,6,4659,3467,434,20581,2853
59,8,4598,7806,2167,18969,10604
20,11,1697,614,1865,6515,11698
31,15,3539,6458,729,24183,1771
17,19,4296,8797,2046,3533,14723
24,10,1724,7504,1208,460,9405
67,4,2719,9942,386,10852,11931
52,9,587,8511,1993,4553,4014
67,6,194,1145,47,16696,4078
18,8,3538,2899,336,17492,13894
63,9,4445,7826,1930,12661,13665
57,8,4058,5950,1728,16411,3396
16,19,4445,4959,435,24463,8772
57,9,3686,8942,676,13133,7148
64,16,446,5131,597,181,10041
33,14,939,1479,773,6511,3824
53,10,1681,6707,375,15716,7430
54,3,1843,4877,1938,21727,11055
64,6,1522,9618,1900,2338,8414
27,1,1660,2090,2358,15928,14127
70,2,4238,8752,1059,22519,13701
33,5,4985,5794,1721,22058,11155
50,20,4805,6422,1143,16210,3047
21,13,3506,1504,2173,15824,3907
18,19,12,5520,801,9874,13786
56,12,4118,6421,1631,18871,1436
57,19,1138,5720,2311,10670,571
54,19,836,2345,2076,2392,11256
39,20,3990,9858,954,15035,1785
48,13,2836,3839,1157,20270,11935
64,10,1874,9540,542,1803,5161
25,5,3749,2905,1881,23885,10804
57,17,2825,6778,1109,22774,6977
17,19,391,9418,2000,18237,8112
22,12,1199,4561,668,21074,7418
27,17,2482,185,567,129,3454
65,15,504,1697,92,8943,14902
45,14,2709,8106,1697,15539,14506
69,2,812,1869,1549,23322,6583
67,5,162,4205,1906,21579,3460
41,3,1615,3071,409,9279,14210
39,13,1559,2519,1046,5851,12743
69,1,2970,3302,1881,4598,8643
56,5,3219,8004,1854,4638,8689
67,15,4228,4764,584,14273,5603
35,12,681,7411,2142,9651,2014
60,5,140,3102,554,15857,10009
41,17,1852,551,777,10065,14985
30,6,1561,2306,103,18260,13352
63,8,1499,3647,45,24756,932
57,12,1504,3196,2077,12879,13684
63,9,2527,4253,1603,13948,10727
45,17,40,8943,160,13764,8879
39,12,390,962,736,19877,13258
49,6,4087,1286,1960,18970,7753
46,19,3585,582,1304,14685,7471
55,8,3351,8093,1308,9393,12870
48,4,4122,2994,233,16992,5421
17,12,4486,9079,1951,10054,1644
48,14,1657,6596,202,5010,6580
22,12,172,2016,1802,6467,6365
39,7,3650,8335,2148,23644,6681
67,19,3078,2769,942,17269,11712
59,17,16,5472,672,20729,2879
